"","order_item_id","item_id","item_price","user_reg_date","childrensize","nodelivery","present","waitingtime","lowprice","xmas","newyears","age","oldppl","noitems","noorders","prebd","female","male","difforder","preorders"
"40395",140395,629,29.9,2015-02-17,0,0,0,0,0,0,0,62,0,5,1,0,1,0,0,-217
"40396",140396,1623,29.9,2015-02-17,0,0,0,0,0,0,0,62,0,5,1,0,1,0,0,-291
"11066",111066,1894,45.9,2015-02-17,0,0,0,0,0,0,0,45,0,2,1,0,1,0,0,-106
"11067",111067,396,99.95,2015-02-17,0,0,0,0,0,0,0,45,0,2,1,0,1,0,0,-106
"23047",123047,1542,149.9,2015-12-02,0,0,0,0,0,0,0,53,0,4,1,0,1,0,0,-677
"23048",123048,1836,149.9,2015-12-02,0,0,0,0,0,0,0,53,0,4,1,0,1,0,0,-677
"23049",123049,1542,149.9,2015-12-02,0,0,0,0,0,0,0,53,0,4,1,0,1,0,0,-680
"23050",123050,1836,149.9,2015-12-02,0,0,0,0,0,0,0,53,0,4,1,0,1,0,0,-686
"34910",134910,1567,109.9,2016-09-29,0,1,0,-99,0,0,-99,56,0,2,3,-99,1,0,0,-99
"34911",134911,1567,129.9,2016-09-29,0,1,0,-99,0,0,-99,56,0,2,3,-99,1,0,0,-99
"35327",135327,1065,99.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-209
"35328",135328,1567,109.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-209
"35329",135329,1567,129.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-209
"39535",139535,1756,139.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-216
"39536",139536,1578,99.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-216
"39537",139537,1578,99.9,2016-09-29,0,0,0,0,0,0,0,56,0,3,3,0,1,0,0,-293
"29304",129304,1808,219.9,2016-06-29,0,0,0,0,0,0,0,63,0,1,1,0,1,0,0,-116
"26949",126949,1498,59.9,2015-02-17,0,0,0,0,0,0,0,65,0,2,1,0,1,0,0,-383
"26950",126950,1498,59.9,2015-02-17,0,1,0,-99,0,0,-99,65,0,2,1,-99,1,0,0,-99
"1449",101449,1546,29.9,2015-02-17,0,0,0,0,0,0,0,51,0,1,1,0,1,0,0,-903
"24750",124750,100,69.9,2015-05-28,0,1,0,-99,0,0,-99,58,0,1,2,-99,1,0,0,-99
"26383",126383,100,69.9,2015-05-28,0,0,0,0,0,0,0,58,0,1,2,0,1,0,0,101
"47565",147565,1077,169.9,2015-02-17,0,0,0,0,0,1,0,49,0,4,1,0,1,0,0,-907
"47566",147566,1077,169.9,2015-02-17,0,0,0,0,0,1,0,49,0,4,1,0,1,0,0,-907
"47567",147567,1796,99.95,2015-02-17,0,0,0,0,0,1,0,49,0,4,1,0,1,0,0,-907
"47568",147568,1531,119.9,2015-02-17,0,0,0,0,0,1,0,49,0,4,1,0,1,0,0,-907
"46056",146056,1576,89.9,2015-02-17,0,0,0,0,0,1,0,50,0,2,1,0,1,0,0,-986
"46057",146057,1845,149.9,2015-02-17,0,1,0,-99,0,1,-99,50,0,2,1,-99,1,0,0,-99
"2075",102075,1607,59.9,2015-02-17,0,0,0,0,0,0,0,61,0,1,2,0,1,0,0,-475
"2794",102794,1741,89.95,2015-02-17,0,0,0,0,0,0,0,61,0,2,2,0,1,0,0,-388
"2795",102795,2246,19.9,2015-02-17,0,0,0,0,1,0,0,61,0,2,2,0,1,0,0,-388
"12638",112638,64,79.9,2015-09-25,0,0,0,0,0,0,0,53,0,2,1,0,1,0,0,-311
"12639",112639,64,79.9,2015-09-25,0,0,0,0,0,0,0,53,0,2,1,0,1,0,0,-311
"31433",131433,1401,29.9,2016-06-29,0,0,0,0,0,0,0,66,0,2,1,0,1,0,0,-409
"31434",131434,1619,69.9,2016-06-29,0,0,0,0,0,0,0,66,0,2,1,0,1,0,0,-493
"18438",118438,126,39.95,2016-06-29,0,0,0,0,0,0,0,58,0,1,1,0,1,0,0,-621
"45391",145391,1802,26.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45392",145392,2086,31.95,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45393",145393,1750,27.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45394",145394,1750,27.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45395",145395,1750,27.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45396",145396,1750,27.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45397",145397,1851,39.9,2015-02-17,0,0,0,0,0,1,0,46,0,8,1,0,1,0,0,-504
"45398",145398,1802,26.9,2015-02-17,0,1,0,-99,0,1,-99,46,0,8,1,-99,1,0,0,-99
"32659",132659,1509,39.9,2015-12-16,0,0,0,0,0,0,0,54,0,1,1,0,1,0,0,-517
"35504",135504,1025,99.9,2016-11-22,0,0,0,0,0,0,0,50,0,1,1,0,1,0,0,-296
"18137",118137,15,89.9,2016-06-29,0,1,0,-99,0,0,-99,66,0,1,1,-99,1,0,0,-99
"41346",141346,1861,89.9,2016-06-29,0,0,0,0,0,0,0,64,0,5,1,0,1,0,0,-388
"41347",141347,2109,129.9,2016-06-29,0,0,0,0,0,0,0,64,0,5,1,0,1,0,0,-388
"41348",141348,1547,39.9,2016-06-29,0,0,0,0,0,0,0,64,0,5,1,0,1,0,0,-391
"41349",141349,1686,119.9,2016-06-29,0,1,0,-99,0,0,-99,64,0,5,1,-99,1,0,0,-99
"41350",141350,1534,49.9,2016-06-29,0,1,0,-99,0,0,-99,64,0,5,1,-99,1,0,0,-99
"4119",104119,1566,139.9,2016-06-29,0,0,0,0,0,0,0,49,0,1,2,0,1,0,0,-611
"24878",124878,1566,139.9,2016-06-29,0,0,0,0,0,0,0,49,0,1,2,0,1,0,1,-699
"2618",102618,1491,79.9,2015-02-17,0,0,0,0,0,0,0,62,0,5,1,0,1,0,0,88
"2619",102619,1517,69.9,2015-02-17,0,0,0,0,0,0,0,62,0,5,1,0,1,0,0,88
"2620",102620,1517,69.9,2015-02-17,0,1,0,-99,0,0,-99,62,0,5,1,-99,1,0,0,-99
"2621",102621,1517,69.9,2015-02-17,0,0,0,0,0,0,0,62,0,5,1,1,1,0,0,-13
"2622",102622,1517,69.9,2015-02-17,0,1,0,-99,0,0,-99,62,0,5,1,-99,1,0,0,-99
"18345",118345,1664,24.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-281
"18346",118346,1664,24.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-281
"18347",118347,1664,24.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-281
"18348",118348,1714,49.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-281
"18349",118349,1766,39.95,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-281
"18350",118350,1558,169.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-285
"18351",118351,1606,179.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-286
"18352",118352,1664,24.9,2015-02-20,0,0,0,0,0,0,0,60,0,9,2,0,1,0,0,-286
"18353",118353,1757,19.9,2015-02-20,0,0,0,0,1,0,0,60,0,9,2,0,1,0,0,-289
"41237",141237,1851,39.9,2015-02-20,0,0,0,0,0,0,0,60,0,3,2,0,1,0,0,-383
"41238",141238,547,69.9,2015-02-20,0,0,0,0,0,0,0,60,0,3,2,0,1,0,0,-383
"41239",141239,1757,19.9,2015-02-20,0,0,0,0,1,0,0,60,0,3,2,0,1,0,0,-383
"11779",111779,2207,42.95,2015-02-17,0,0,0,0,0,0,0,60,0,1,1,1,1,0,0,-2
"32259",132259,1703,79.9,2015-06-18,0,0,0,0,0,0,0,68,0,1,3,0,1,0,0,-95
"40966",140966,1703,79.9,2015-06-18,0,0,0,0,0,0,0,68,0,1,3,0,1,0,1,-105
"46058",146058,1576,89.9,2015-06-18,0,0,0,0,0,1,0,68,0,2,3,0,1,0,1,-185
"46059",146059,1652,39.9,2015-06-18,0,0,0,0,0,1,0,68,0,2,3,0,1,0,0,922
"27690",127690,611,49.9,2016-01-11,0,0,0,0,0,0,0,58,0,3,1,0,1,0,0,-791
"27691",127691,2217,79.9,2016-01-11,1,0,0,0,0,0,0,58,0,3,1,0,1,0,0,-793
"27692",127692,1963,119.9,2016-01-11,0,0,0,0,0,0,0,58,0,3,1,0,1,0,0,-800
"33599",133599,1619,69.9,2015-02-17,0,1,0,-99,0,0,-99,59,0,1,1,-99,1,0,0,-99
"24848",124848,1681,69.9,2016-09-24,0,0,0,0,0,0,0,47,0,3,3,0,1,0,0,-396
"24849",124849,1601,199.9,2016-09-24,0,0,0,0,0,0,0,47,0,3,3,0,1,0,0,-396
"24850",124850,1589,69.9,2016-09-24,0,1,0,-99,0,0,-99,47,0,3,3,-99,1,0,0,-99
"38366",138366,1684,59.9,2016-09-24,0,0,0,0,0,0,0,47,0,5,3,0,1,0,1,-416
"38367",138367,1757,19.9,2016-09-24,0,0,0,0,1,0,0,47,0,5,3,0,1,0,0,-416
"38368",138368,1757,19.9,2016-09-24,0,0,0,0,1,0,0,47,0,5,3,0,1,0,0,-416
"38369",138369,1710,130,2016-09-24,0,0,0,0,0,0,0,47,0,5,3,0,1,0,0,-416
"38370",138370,2037,69.9,2016-09-24,0,1,0,-99,0,0,-99,47,0,5,3,-99,1,0,0,-99
"48847",148847,1588,209,2016-09-24,0,0,0,0,0,1,0,47,0,1,3,0,1,0,1,-501
"29995",129995,1553,299.9,2015-11-21,0,0,0,0,0,0,0,40,0,6,1,1,1,0,0,-14
"29996",129996,1599,279.9,2015-11-21,0,0,0,0,0,0,0,40,0,6,1,1,1,0,0,-21
"29997",129997,1740,79.9,2015-11-21,0,0,0,0,0,0,0,40,0,6,1,1,1,0,0,-26
"29998",129998,1666,99.9,2015-11-21,0,0,0,0,0,0,0,40,0,6,1,0,1,0,0,-115
"29999",129999,1615,99.9,2015-11-21,0,0,0,0,0,0,0,40,0,6,1,0,1,0,0,-115
"30000",130000,1748,14.9,2015-11-21,0,0,0,0,1,0,0,40,0,6,1,0,1,0,0,972
"1871",101871,1649,25.95,2015-12-17,0,0,0,0,0,0,0,61,0,6,2,0,1,0,0,-712
"1872",101872,1660,89.9,2015-12-17,0,0,0,0,0,0,0,61,0,6,2,0,1,0,0,-712
"1873",101873,2243,39.9,2015-12-17,0,0,0,0,0,0,0,61,0,6,2,0,1,0,0,-712
"1874",101874,2137,24.9,2015-12-17,0,0,0,0,0,0,0,61,0,6,2,0,1,0,0,-712
"1875",101875,1585,119.9,2015-12-17,0,0,0,0,0,0,0,61,0,6,2,0,1,0,0,-717
"1876",101876,1594,179.9,2015-12-17,0,1,0,-99,0,0,-99,61,0,6,2,-99,1,0,0,-99
"30566",130566,1594,179.9,2015-12-17,0,0,0,0,0,0,0,61,0,1,2,0,1,0,1,-810
"40346",140346,1937,109.95,2016-02-03,0,0,0,0,0,0,0,60,0,4,4,0,1,0,0,-604
"40347",140347,1949,99.9,2016-02-03,0,0,0,0,0,0,0,60,0,4,4,0,1,0,0,-604
"40348",140348,2001,79.9,2016-02-03,0,0,0,0,0,0,0,60,0,4,4,0,1,0,0,-604
"40349",140349,1423,79.9,2016-02-03,0,0,0,0,0,0,0,60,0,4,4,0,1,0,0,-604
"42120",142120,2027,79.9,2016-02-03,0,0,0,0,0,1,0,60,0,4,4,0,1,0,0,-680
"42121",142121,1549,99.95,2016-02-03,0,0,0,0,0,1,0,60,0,4,4,0,1,0,0,-680
"42122",142122,1857,229,2016-02-03,0,0,0,0,0,1,0,60,0,4,4,0,1,0,0,-680
"42123",142123,1857,229,2016-02-03,0,0,0,0,0,1,0,60,0,4,4,0,1,0,0,-680
"45496",145496,1828,49.9,2016-02-03,0,0,0,0,0,1,0,60,0,1,4,0,1,0,0,-682
"46012",146012,1549,99.95,2016-02-03,0,0,0,0,0,1,0,60,0,3,4,0,1,0,0,-686
"46013",146013,1627,69.9,2016-02-03,0,0,0,0,0,1,0,60,0,3,4,0,1,0,0,-686
"46014",146014,1682,49.9,2016-02-03,0,0,0,0,0,1,0,60,0,3,4,0,1,0,0,-686
"31677",131677,2072,289.9,2015-02-17,0,0,0,0,0,0,0,76,0,1,1,0,1,0,0,19
"34825",134825,1999,89.9,2016-11-21,0,0,0,0,0,0,0,50,0,2,1,0,1,0,0,-1009
"34826",134826,1999,89.9,2016-11-21,0,0,0,0,0,0,0,50,0,2,1,0,1,0,0,-1091
"11993",111993,1812,169.9,2015-02-17,0,0,0,0,0,0,0,64,0,3,2,1,1,0,0,-11
"11994",111994,1961,5.95,2015-02-17,0,0,0,0,1,0,0,64,0,3,2,1,1,0,0,-11
"11995",111995,498,49.9,2015-02-17,0,1,0,-99,0,0,-99,64,0,3,2,-99,1,0,0,-99
"25898",125898,1610,219.9,2015-02-17,0,0,0,0,0,0,0,64,0,2,2,0,1,0,1,896
"25899",125899,1612,199.9,2015-02-17,0,0,0,0,0,0,0,64,0,2,2,0,1,0,0,896
"41439",141439,688,29.9,2016-06-28,0,0,0,0,0,0,0,41,0,3,1,0,1,0,0,-195
"41440",141440,514,59.9,2016-06-28,0,0,0,0,0,0,0,41,0,3,1,0,1,0,0,-195
"41441",141441,1492,39.9,2016-06-28,0,0,0,0,0,0,0,41,0,3,1,0,1,0,0,-206
"20411",120411,1699,154,2016-06-29,0,0,0,0,0,0,0,53,0,1,2,0,1,0,0,-792
"29651",129651,1699,154,2016-06-29,0,0,0,0,0,0,0,53,0,1,2,0,1,0,1,-791
"34595",134595,1591,69.9,2016-03-22,0,0,0,0,0,0,0,52,0,3,1,0,1,0,0,-713
"34596",134596,1849,149.9,2016-03-22,0,0,0,0,0,0,0,52,0,3,1,0,1,0,0,-713
"34597",134597,2105,19.9,2016-03-22,0,0,0,0,1,0,0,52,0,3,1,0,1,0,0,-713
"47764",147764,1517,69.9,2015-11-16,0,0,0,0,0,1,0,64,0,3,1,0,1,0,0,-184
"47765",147765,1517,69.9,2015-11-16,0,0,0,0,0,1,0,64,0,3,1,0,1,0,0,-184
"47766",147766,1517,69.9,2015-11-16,0,1,0,-99,0,1,-99,64,0,3,1,-99,1,0,0,-99
"24116",124116,1532,26.9,2016-06-29,0,0,0,0,0,0,0,61,0,3,1,0,1,0,0,-486
"24117",124117,1743,79.9,2016-06-29,0,0,0,0,0,0,0,61,0,3,1,0,1,0,0,-583
"24118",124118,1532,26.9,2016-06-29,0,1,0,-99,0,0,-99,61,0,3,1,-99,1,0,0,-99
"37737",137737,1470,39.9,2015-02-17,0,0,0,0,0,0,0,68,0,2,1,0,1,0,0,88
"37738",137738,1470,39.9,2015-02-17,0,0,0,0,0,0,0,68,0,2,1,0,1,0,0,88
"32734",132734,1687,39.9,2016-06-29,0,0,0,0,0,0,0,51,0,1,1,0,1,0,0,1
"1422",101422,1936,129.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-611
"1423",101423,1655,119.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-611
"1424",101424,1655,119.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-611
"1425",101425,1670,199.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-611
"1426",101426,1608,159.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-622
"1427",101427,1521,79.9,2015-02-17,0,0,0,0,0,0,0,59,0,7,2,0,1,0,0,-698
"1428",101428,1670,199.9,2015-02-17,0,1,0,-99,0,0,-99,59,0,7,2,-99,1,0,0,-99
"35746",135746,1913,119.95,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35747",135747,1493,149.95,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35748",135748,1982,59.9,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35749",135749,1982,59.9,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35750",135750,1911,24.95,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35751",135751,2061,79.9,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35752",135752,1556,79.9,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"35753",135753,1556,79.9,2015-02-17,0,0,0,0,0,0,0,59,0,8,2,0,1,0,0,-715
"38557",138557,78,64.9,2015-02-17,0,0,0,0,0,0,0,46,0,4,1,0,1,0,0,-510
"38558",138558,397,39.9,2015-02-17,0,0,0,0,0,0,0,46,0,4,1,0,1,0,0,-510
"38559",138559,775,34.9,2015-02-17,0,0,0,0,0,0,0,46,0,4,1,0,1,0,0,-510
"38560",138560,127,59.9,2015-02-17,0,0,0,0,0,0,0,46,0,4,1,0,1,0,0,-510
"35692",135692,1618,179.9,2015-02-17,0,0,0,0,0,0,0,52,0,1,1,0,1,0,0,-510
"18630",118630,1633,59.9,2015-11-04,0,0,0,0,0,0,0,49,0,3,2,0,1,0,0,191
"18631",118631,1783,19.9,2015-11-04,0,0,0,0,1,0,0,49,0,3,2,0,1,0,0,121
"18632",118632,1634,119.9,2015-11-04,0,0,0,0,0,0,0,49,0,3,2,0,1,0,0,96
"41488",141488,1634,119.9,2015-11-04,0,0,0,0,0,0,0,49,0,1,2,0,1,0,0,19
"28092",128092,1749,99.9,2016-06-30,0,0,0,0,0,0,0,42,0,2,1,0,1,0,0,-908
"28093",128093,1639,99.9,2016-06-30,0,0,0,0,0,0,0,42,0,2,1,0,1,0,0,-908
"49821",149821,412,39.9,2016-12-13,0,0,0,0,0,1,0,50,0,5,1,0,1,0,0,-100
"49822",149822,47,49.9,2016-12-13,0,0,0,0,0,1,0,50,0,5,1,0,1,0,0,-100
"49823",149823,389,39.9,2016-12-13,0,0,0,0,0,1,0,50,0,5,1,0,1,0,0,-100
"49824",149824,1641,27.9,2016-12-13,0,0,0,0,0,1,0,50,0,5,1,0,1,0,0,-100
"49825",149825,1651,26.9,2016-12-13,0,0,0,0,0,1,0,50,0,5,1,0,1,0,0,-100
"14142",114142,1485,149.9,2016-03-16,0,0,0,0,0,0,0,60,0,2,2,1,1,0,0,-5
"14143",114143,1485,149.9,2016-03-16,0,0,0,0,0,0,0,60,0,2,2,1,1,0,0,-5
"40470",140470,1489,29.9,2016-03-16,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,80
"40471",140471,1489,29.9,2016-03-16,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,80
"40472",140472,1684,49.9,2016-03-16,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,80
"40473",140473,238,49.9,2016-03-16,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,80
"40474",140474,1486,59.9,2016-03-16,0,1,0,-99,0,0,-99,60,0,5,2,-99,1,0,0,-99
"21871",121871,1564,159.9,2015-08-20,0,0,0,0,0,0,0,61,0,4,1,0,1,0,0,-605
"21872",121872,1581,149.9,2015-08-20,0,0,0,0,0,0,0,61,0,4,1,0,1,0,0,-605
"21873",121873,1436,8.95,2015-08-20,0,0,0,0,1,0,0,61,0,4,1,0,1,0,0,-605
"21874",121874,1723,9.95,2015-08-20,0,0,0,0,1,0,0,61,0,4,1,0,1,0,0,-605
"43116",143116,1851,39.9,2016-06-28,0,0,0,0,0,1,0,61,0,2,1,0,1,0,0,-782
"43117",143117,875,89.9,2016-06-28,0,0,0,0,0,1,0,61,0,2,1,0,1,0,0,-782
"4284",104284,2244,59.9,2015-02-17,0,0,0,0,0,0,0,64,0,2,1,0,1,0,0,-675
"4285",104285,2244,59.9,2015-02-17,0,0,0,0,0,0,0,64,0,2,1,0,1,0,0,-675
"39668",139668,1470,39.9,2016-02-17,0,0,0,0,0,0,0,68,0,2,1,0,1,0,0,-599
"39669",139669,1401,29.9,2016-02-17,0,0,0,0,0,0,0,68,0,2,1,0,1,0,0,-599
"21893",121893,1600,219.9,2015-02-17,0,0,0,0,0,0,0,52,0,1,1,0,1,0,0,-812
"45184",145184,62,9.9,2016-06-30,0,0,0,0,1,1,0,51,0,4,1,0,1,0,0,-900
"45185",145185,108,19.9,2016-06-30,0,0,0,0,1,1,0,51,0,4,1,0,1,0,0,-900
"45186",145186,1508,59.9,2016-06-30,0,0,0,0,0,1,0,51,0,4,1,0,1,0,0,-900
"45187",145187,1409,19.9,2016-06-30,0,0,0,0,1,1,0,51,0,4,1,0,1,0,0,-900
"1088",101088,1757,19.9,2015-02-17,0,0,0,0,1,0,0,64,0,2,1,0,0,1,0,-589
"1089",101089,2065,19.9,2015-02-17,0,0,0,0,1,0,0,64,0,2,1,0,0,1,0,-595
"889",100889,1858,24.9,2015-02-17,0,0,0,0,0,0,0,51,0,1,1,1,1,0,0,-12
"40226",140226,2018,23.9,2016-06-30,0,1,0,-99,1,0,-99,-99,-99,2,1,-99,1,0,0,-99
"40227",140227,2284,84.95,2016-06-30,0,1,0,-99,0,0,-99,-99,-99,2,1,-99,1,0,0,-99
"19902",119902,6,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,-273
"19903",119903,235,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,-273
"19904",119904,1647,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,5,2,0,1,0,0,-273
"19905",119905,1437,69.9,2015-02-17,0,1,0,-99,0,0,-99,60,0,5,2,-99,1,0,0,-99
"19906",119906,498,49.9,2015-02-17,0,1,0,-99,0,0,-99,60,0,5,2,-99,1,0,0,-99
"26208",126208,128,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,1,-281
"26209",126209,921,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26210",126210,921,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26211",126211,921,39.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26212",126212,1636,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26213",126213,1636,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26214",126214,498,49.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26215",126215,1656,49.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26216",126216,1532,26.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26217",126217,1532,26.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-281
"26218",126218,498,49.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-384
"26219",126219,1718,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-384
"26220",126220,1437,69.9,2015-02-17,0,0,0,0,0,0,0,60,0,13,2,0,1,0,0,-389
"34468",134468,1666,99.9,2016-06-30,0,0,0,0,0,0,0,61,0,2,1,0,1,0,0,-905
"34469",134469,1666,99.9,2016-06-30,0,0,0,0,0,0,0,61,0,2,1,0,1,0,0,-905
"36312",136312,1172,99.9,2015-02-17,0,0,0,0,0,0,0,64,0,3,1,0,1,0,0,-1009
"36313",136313,143,49.9,2015-02-17,0,0,0,0,0,0,0,64,0,3,1,0,1,0,0,-1009
"36314",136314,73,79.9,2015-02-17,0,0,0,0,0,0,0,64,0,3,1,0,1,0,0,-1009
"37323",137323,1863,140,2015-03-03,0,0,0,0,0,0,0,56,0,1,2,0,1,0,0,-813
"42151",142151,1651,26.9,2015-03-03,0,0,0,0,0,1,0,56,0,3,2,0,1,0,0,-891
"42152",142152,724,34.9,2015-03-03,0,0,0,0,0,1,0,56,0,3,2,0,1,0,0,-891
"42153",142153,1649,19.9,2015-03-03,0,1,0,-99,1,1,-99,56,0,3,2,-99,1,0,0,-99
"33205",133205,1532,26.9,2016-11-19,0,0,0,0,0,0,0,51,0,4,1,0,1,0,0,-302
"33206",133206,1532,26.9,2016-11-19,0,0,0,0,0,0,0,51,0,4,1,0,1,0,0,-302
"33207",133207,1415,21.9,2016-11-19,0,1,0,-99,1,0,-99,51,0,4,1,-99,1,0,0,-99
"33208",133208,1415,21.9,2016-11-19,0,1,0,-99,1,0,-99,51,0,4,1,-99,1,0,0,-99
"301",100301,1706,159.9,2015-07-07,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-101
"302",100302,1675,119.9,2015-07-07,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-113
"303",100303,1558,169.9,2015-07-07,0,0,0,0,0,0,0,55,0,3,1,0,1,0,0,-185
"6060",106060,1445,59.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6061",106061,1445,59.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6062",106062,1661,119.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6063",106063,1642,59.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6064",106064,1656,49.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6065",106065,1656,49.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-796
"6066",106066,2244,59.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-879
"6067",106067,2244,59.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-879
"6068",106068,1517,69.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-888
"6069",106069,1485,149.9,2015-02-17,0,0,0,0,0,0,0,44,0,10,2,0,1,0,0,-981
"31449",131449,1847,89.9,2015-02-17,0,0,0,0,0,0,0,44,0,2,2,0,1,0,1,-893
"31450",131450,1847,89.9,2015-02-17,0,0,0,0,0,0,0,44,0,2,2,0,1,0,0,-896
"6470",106470,1473,19.9,2015-10-20,0,0,0,0,1,0,0,48,0,3,1,0,1,0,0,-302
"6471",106471,1475,19.9,2015-10-20,0,0,0,0,1,0,0,48,0,3,1,0,1,0,0,-302
"6472",106472,1649,25.95,2015-10-20,0,0,0,0,0,0,0,48,0,3,1,0,1,0,0,-303
"5296",105296,1866,220,2016-06-30,0,0,0,0,0,0,0,57,0,1,1,0,1,0,0,79
"826",100826,598,69.9,2015-02-17,0,0,0,0,0,0,0,51,0,1,2,0,1,0,0,-388
"24665",124665,55,59.9,2015-02-17,0,0,0,0,0,0,0,51,0,1,2,0,1,0,1,-478
"1600",101600,498,49.9,2016-06-30,0,0,0,0,0,0,0,54,0,1,1,0,1,0,0,-296
"36432",136432,1548,59.9,2016-06-30,0,1,0,-99,0,0,-99,36,0,1,1,-99,1,0,0,-99
"42526",142526,2243,29.9,2015-02-17,0,0,0,0,0,1,0,54,0,1,2,0,1,0,0,-188
"44037",144037,1895,129.9,2015-02-17,0,0,0,0,0,1,0,54,0,1,2,0,1,0,0,-189
"30973",130973,1747,144.9,2016-06-30,0,0,0,0,0,0,0,65,0,3,1,0,1,0,0,-914
"30974",130974,1666,99.9,2016-06-30,0,0,0,0,0,0,0,65,0,3,1,0,1,0,0,-914
"30975",130975,1497,129.9,2016-06-30,0,0,0,0,0,0,0,65,0,3,1,0,1,0,0,-920
"33886",133886,1735,139.9,2015-02-17,0,0,0,0,0,0,0,57,0,3,1,0,1,0,0,80
